"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00003927","1976-04-17","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  221",",,X","    0",",,X","    0",",,X","  250",",,X","  156",",,X","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1230",",,X",,,,,,,,,,,,,"  170",",,X",,,,,"  180","W,,X",,,"  103",",,X",,,,,"  170",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-04-18","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  140",",,X","    0",",,X","    0",",,X","  206",",,X","  128",",,X","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 0130",",,X",,,,,,,,,,,,,"  110",",,X",,,,,"  315","W,,X",,,"   67",",,X",,,,,"  118",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-04-19","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  297",",,X","    0",",,X","    0",",,X","  228",",,X","  167",",,X","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 2230",",,X",,,,,,,,,,,,,"  190",",,X",,,,,"  180","W,,X",,,"   98",",,X",,,,,"  139",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-04-20","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","   36",",,X","    0",",,X","    0",",,X","  217",",,X","  133",",,X","   40",",,X","   40",",,X",,,,,,,,,,,,,,," 1242",",,X",,,,,,,,,,,,,"  270",",,X",,,,,"  293","W,,X",,,"   80",",,X",,,,,"  134",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-04-21","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","  100",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 0242",",,X",,,,,,,,,,,,,"  140",",,X",,,,,"  270","W,,X",,,"   36",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-04-22","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","  156",",,X","   20",",,X","   30",",,X",,,,,,,,,,,,,,," 1218",",,X",,,,,,,,,,,,,"  170",",,X",,,,,"  180","W,,X",,,"   80",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-04-23","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0","T,,X","    0",",,X","    0",",,X","  256",",,X","  200",",,X","   90",",,X","  100",",,X",,,,,,,,,,,,,,," 0754",",,X",,,,,,,,,,,,,"  180",",,X",,,,,"  180","W,,X",,,"   94",",,X",,,,,"  129",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-04-24","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  124",",,X","    0",",,X","    0",",,X","  261",",,X","  139",",,X","   50",",,X","   50",",,X",,,,,,,,,,,,,,," 1318",",,X",,,,,,,,,,,,,"  330",",,X",,,,,"  315","W,,X",,,"   94",",,X",,,,,"  129",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-04-25","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  122",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 1018",",,X",,,,,,,,,,,,,"  350",",,X",,,,,"  315","W,,X",,,"   72",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-04-26","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   89",",,X","   50",",,X","   60",",,X",,,,,,,,,,,,,,," 1412",",,X",,,,,,,,,,,,,"  120",",,X",,,,,"  135","W,,X",,,"   72",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-04-27","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  133",",,X","   70",",,X","   80",",,X",,,,,,,,,,,,,,," 1442",",,X",,,,,,,,,,,,,"  150",",,X",,,,,"  135","W,,X",,,"   76",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-04-28","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  109",",,X","    0",",,X","    0",",,X","  228",",,X","  133",",,X","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1212",",,X",,,,,,,,,,,,,"   20",",,X",,,,,"  360","W,,X",,,"   94",",,X",,,,,"  129",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-04-29","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","   20",",,X","    0",",,X","    0",",,X","  183",",,X","  128",",,X","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 0748",",,X",,,,,,,,,,,,,"   30",",,X",,,,,"   45","W,,X",,,"   63",",,X",,,,,"   98",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-04-30","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    8",",,X","    0",",,X","    0",",,X","  200",",,X","  133",",,X","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1812",",,X",,,,,,,,,,,,,"  310",",,X",,,,,"  360","W,,X",,,"   45",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-01","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  111",",,X","   40",",,X","   20",",,X",,,,,,,,,,,,,,," 1542",",,X",,,,,,,,,,,,,"  350",",,X",,,,,"  315","W,,X",,,"   72",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-02","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","  100",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 1142",",,X",,,,,,,,,,,,,"  230",",,X",,,,,"  225","W,,X",,,"   58",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-03","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  106",",,X","   40",",,X","   60",",,X",,,,,,,,,,,,,,," 1000",",,X",,,,,,,,,,,,,"   40",",,X",,,,,"   45","W,,X",,,"   63",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-04","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  272",",,X","  122",",,X","   60",",,X","   70",",,X",,,,,,,,,,,,,,," 1436",",,X",,,,,,,,,,,,,"  180",",,X",,,,,"  180","W,,X",,,"   76",",,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-05","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  259",",,X","    0",",,X","    0",",,X","  194",",,X","  161",",,X","   90",",,X","  100",",,X",,,,,,,,,,,,,,," 1354",",,X",,,,,,,,,,,,,"  340",",,X",,,,,"  270","W,,X",,,"   72",",,X",,,,,"  103",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-06","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  218",",,X","    0",",,X","    0",",,X","  261",",,X","  139",",,X","   60",",,X","   60",",,X",,,,,,,,,,,,,,," 2118",",,X",,,,,,,,,,,,,"  350",",,X",,,,,"  360","W,,X",,,"   63",",,X",,,,,"   98",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-07","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  161",",,X","  122",",,X","   90",",,X","  100",",,X",,,,,,,,,,,,,,," 1648",",,X",,,,,,,,,,,,,"   20",",,X",,,,,"  360","W,,X",,,"   63",",,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-08","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","  106",",,X","   60",",,X","   40",",,X",,,,,,,,,,,,,,," 1112",",,X",,,,,,,,,,,,,"   70",",,X",,,,,"   90","W,,X",,,"   54",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-09","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0","T,,X","    0",",,X","    0",",,X","  239",",,X","  128",",,X","   90",",,X","   90",",,X",,,,,,,,,,,,,,," 1212",",,X",,,,,,,,,,,,,"  140",",,X",,,,,"  180","W,,X",,,"   40",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-10","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0","T,,X","    0",",,X","    0",",,X","  278",",,X","  144",",,X","   60",",,X","   70",",,X",,,,,,,,,,,,,,," 0624",",,X",,,,,,,,,,,,,"  190",",,X",,,,,"  180","W,,X",,,"   45",",,X",,,,,"   51",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-11","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  183",",,X","   70",",,X","   80",",,X",,,,,,,,,,,,,,," 1212",",,X",,,,,,,,,,,,,"   60",",,X",,,,,"   45","W,,X",,,"   36",",,X",,,,,"   46",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-12","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  229",",,X","    0",",,X","    0",",,X","  300",",,X","  167",",,X","   80",",,X","   70",",,X",,,,,,,,,,,,,,," 1436",",,X",,,,,,,,,,,,,"  340",",,X",,,,,"  180","W,,X",,,"   80",",,X",,,,,"  129",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-13","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","   18",",,X","    0",",,X","    0",",,X","  256",",,X","  156",",,X","   50",",,X","   50",",,X",,,,,,,,,,,,,,," 1518",",,X",,,,,,,,,,,,,"  360",",,X",,,,,"  360","W,,X",,,"   67",",,X",,,,,"  149",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-14","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0","T,,X","    0",",,X","    0",",,X","  211",",,X","  111",",,X","   40",",,X","   60",",,X",,,,,,,,,,,,,,," 1500",",,X",,,,,,,,,,,,,"  340",",,X",,,,,"  360","W,,X",,,"   72",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-15","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  117",",,X","   40",",,X","   50",",,X",,,,,,,,,,,,,,," 1354",",,X",,,,,,,,,,,,,"  260",",,X",,,,,"  315","W,,X",,,"   63",",,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-16","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  144",",,X","   20",",,X","   20",",,X",,,,,,,,,,,,,,," 0930",",,X",,,,,,,,,,,,,"  350",",,X",,,,,"  360","W,,X",,,"   67",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-17","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  133",",,X","   10",",,X","    0",",,X",,,,,,,,,,,,,,," 1306",",,X",,,,,,,,,,,,,"  360",",,X",,,,,"  360","W,,X",,,"   72",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-18","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  100",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  100",",,X",,,,,,,,,"   36",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-19","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  272",",,X","  111",",,X","   30",",,X","   40",",,X",,,,,,,,,,,,,,," 1630",",,X",,,,,,,,,,,,,"  140",",,X",,,,,"  135","W,,X",,,"   58",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-20","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","  144",",,X","   70",",,X","   70",",,X",,,,,,,,,,,,,,," 1024",",,X",,,,,,,,,,,,,"  160",",,X",,,,,"  180","W,,X",,,"   63",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-21","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  172",",,X","   50",",,X","   60",",,X",,,,,,,,,,,,,,," 1224",",,X",,,,,,,,,,,,,"  160",",,X",,,,,"  180","W,,X",,,"   58",",,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-22","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  156",",,X","   40",",,X","   30",",,X",,,,,,,,,,,,,,," 1124",",,X",,,,,,,,,,,,,"  170",",,X",,,,,"  180","W,,X",,,"   54",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-23","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","   94",",,X","    0",",,X","    0",",,X","  306",",,X","  178",",,X","   70",",,X","   70",",,X",,,,,,,,,,,,,,," 0242",",,X",,,,,,,,,,,,,"  200",",,X",,,,,"  360","W,,X",,,"   72",",,X",,,,,"   98",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-24","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  167",",,X","   40",",,X","   50",",,X",,,,,,,,,,,,,,," 1642",",,X",,,,,,,,,,,,,"   20",",,X",,,,,"   45","W,,X",,,"   31",",,X",,,,,"   57",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-25","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  114",",,X","    0",",,X","    0",",,X","  239",",,X","  178",",,X","   90",",,X","  100",",,X",,,,,,,,,,,,,,," 1348",",,X",,,,,,,,,,,,,"  110",",,X",,,,,"   90","W,,X",,,"   76",",,X",,,,,"  134",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-26","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","   30",",,X","    0",",,X","    0",",,X","  267",",,X","  178",",,X","   70",",,X","   80",",,X",,,,,,,,,,,,,,," 1642",",,X",,,,,,,,,,,,,"  200",",,X",,,,,"  360","W,,X",,,"   89",",,X",,,,,"  139",",,X",,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-27","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0","T,,X","    0",",,X","    0",",,X","  211",",,X","  167",",,X","   90",",,X","  100",",,X",,,,,,,,,,,,,,," 1312",",,X",,,,,,,,,,,,,"  340",",,X",,,,,"  360","W,,X",,,"   72",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-28","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  272",",,X","  133",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 1624",",,X",,,,,,,,,,,,,"  320",",,X",,,,,"  180","W,,X",,,"   36",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-29","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  161",",,X","   10",",,X","   10",",,X",,,,,,,,,,,,,,," 2348",",,X",,,,,,,,,,,,,"  180",",,X",,,,,"  180","W,,X",,,"   89",",,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-05-30","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  460",",,X","    0",",,X","    0",",,X","  300",",,X","  161",",,X","   80",",,X","   80",",,X",,,,,,,,,,,,,,," 2036",",,X",,,,,,,,,,,,,"  200",",,X",,,,,"  360","W,,X",,,"   94",",,X",,,,,"  236",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-05-31","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","  109",",,X","    0",",,X","    0",",,X","  300",",,X","  161",",,X","   70",",,X","   50",",,X",,,,,,,,,,,,,,," 0200",",,X",,,,,,,,,,,,,"  320",",,X",,,,,"  360","W,,X",,,"   94",",,X",,,,,"  175",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-06-01","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0","T,,X","    0",",,X","    0",",,X","  300",",,X","  178",",,X","   40",",,X","   40",",,X",,,,,,,,,,,,,,," 0000",",,X",,,,,,,,,,,,,"  250",",,X",,,,,"  360","W,,X",,,"   63",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-06-02","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  183",",,X","    0",",,X","   10",",,X",,,,,,,,,,,,,,," 1512",",,X",,,,,,,,,,,,,"   20",",,X",,,,,"  360","W,,X",,,"   54",",,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-06-03","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  183",",,X","   30",",,X","   50",",,X",,,,,,,,,,,,,,," 1806",",,X",,,,,,,,,,,,,"  340",",,X",,,,,"  360","W,,X",,,"   36",",,X",,,,,"   62",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-06-04","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  178",",,X","   50",",,X","   60",",,X",,,,,,,,,,,,,,," 1454",",,X",,,,,,,,,,,,,"  180",",,X",,,,,"  360","W,,X",,,"   27",",,X",,,,,"   46",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-06-05","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  178",",,X","   30",",,X","   40",",,X",,,,,,,,,,,,,,," 1400",",,X",,,,,,,,,,,,,"   40",",,X",,,,,"   45","W,,X",,,"   54",",,X",,,,,"   93",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-06-06","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  172",",,X","   40",",,X","   60",",,X",,,,,,,,,,,,,,," 1800",",,X",,,,,,,,,,,,,"   80",",,X",,,,,"   90","W,,X",,,"   45",",,X",,,,,"   77",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-06-07","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","   53",",,X","    0",",,X","    0",",,X","  294",",,X","  167",",,X","   40",",,X","   70",",,X",,,,,,,,,,,,,,," 1600",",,X",,,,,,,,,,,,,"  190",",,X",,,,,"  360","W,,X",,,"   54",",,X",,,,,"   67",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00003927","1976-06-08","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  161",",,X","   10",",,X","   20",",,X",,,,,,,,,,,,,,," 1300",",,X",,,,,,,,,,,,,"  130",",,X",,,,,"  135","W,,X",,,"   36",",,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-06-09","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  156",",,X","   10",",,X","   20",",,X",,,,,,,,,,,,,,," 1012",",,X",,,,,,,,,,,,,"  130",",,X",,,,,"  180","W,,X",,,"   40",",,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-06-10","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  322",",,X","  183",",,X","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 1254",",,X",,,,,,,,,,,,,"  170",",,X",,,,,"  225","W,,X",,,"   63",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-06-11","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","  200",",,X","   30",",,X","   30",",,X",,,,,,,,,,,,,,," 1342",",,X",,,,,,,,,,,,,"  160",",,X",,,,,"  180","W,,X",,,"   67",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1976-06-12","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","  233",",,X","   70",",,X","   80",",,X",,,,,,,,,,,,,,," 1442",",,X",,,,,,,,,,,,,"  160",",,X",,,,,"  180","W,,X",,,"   72",",,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
