"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMC","ACMC_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSC","ACSC_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00024018","1932-10-21","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  161",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-22","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   10",",,0","    0",",,0",,,"  144",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-23","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0",",,0",,,"  106",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-24","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    8",",,0","    3",",,0",,,"    0",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-25","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   56",",,0","  -94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-26","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    5",",,0","    0","T,,0",,,"   94",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-27","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  167",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-28","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0",,,"  111",",,0","  -89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-29","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   67",",,0","  -89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-30","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    8",",,0","    3",",,0",,,"   50",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-10-31","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    8",",,0",,,"   89",",,0","  -89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-01","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  156",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-02","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  150",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-03","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0",,,"   89",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-04","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0","T,,0",,,"   72",",,0","  -67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-05","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  139",",,0","  -44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-06","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0",",,0",,,"  139",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-07","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0",,,"   22",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-08","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   56",",,0","  -61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-09","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   13",",,0","    3",",,0",,,"   89",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-10","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   28",",,0","   25",",,0",,,"  -39",",,0"," -100",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-11","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"    0",",,0","  -94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-12","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   83",",,0","  -44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-13","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  144",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-14","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0",",,0",,,"   83",",,0","  -56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-15","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0",,,"   33",",,0","  -94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-16","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0",,,"   44",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-17","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    5",",,0","    0","T,,0",,,"   67",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-18","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0",,,"  106",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-19","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  161",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-20","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  144",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-21","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  122",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-22","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    5",",,0","    0","T,,0",,,"   72",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-23","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0","T,,0",,,"   50",",,0"," -128",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-24","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  167",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-25","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  100",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-26","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  156",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-27","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  161",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-28","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  178",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-29","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  178",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-11-30","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  150",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-01","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  106",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-02","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   83",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-03","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0",,,"   67",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-04","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  100",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-05","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    3",",,0","    0",",,0",,,"  122",",,0","  -78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-06","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   23",",,0","   23",",,0",,,"  -78",",,0"," -117",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-07","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   56",",,0","   79",",,0",,," -100",",,0"," -194",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-08","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   69",",,0","   89",",,0",,," -194",",,0"," -272",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-09","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    3",",,0","   46",",,0",,," -222",",,0"," -294",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-10","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   48",",,0","   64",",,0",,," -222",",,0"," -250",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-11","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","   20",",,0",,," -172",",,0"," -289",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-12","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,," -106",",,0"," -189",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-13","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  -67",",,0"," -200",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-14","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  -33",",,0"," -167",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-15","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  -50",",,0"," -189",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-16","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   17",",,0"," -150",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-17","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  -17",",,0","  -89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-18","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0",,,"  -22",",,0"," -106",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-19","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   61",",,0","  -44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-20","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   39",",,0","  -67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-21","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,,,"  -94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-22","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   33",",,0"," -111",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-23","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   61",",,0"," -100",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-24","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0",,,"    6",",,0","  -83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-25","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"  -22",",,0"," -111",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-26","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0",,,"   -6",",,0","  -94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1932-12-27","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    5",",,0","    8",",,0",,,"  -11",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
