"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00093844","1945-08-21","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   13",",,X","    0",",,X",,,"  289",",,X","  244",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-22","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  300",",,X","  250",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-23","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  294",",,X","  244",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-08-24","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    8",",,X","    0",",,X",,,"  294",",,X","  256",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-08-25","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  317",",,X","  250",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-26","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  300",",,X","  233",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-08-27","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  283",",,X","  206",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-08-28","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  289",",,X","  217",",,X",,,,,,,,,,
"USW00093844","1945-08-29","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  289",",,X","  228",",,X",,,,,,,,,,
"USW00093844","1945-08-30","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  294",",,X","  228",",,X",,,,,,,,,,
"USW00093844","1945-08-31","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  300",",,X","  228",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-09-01","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    3",",,X","    0",",,X",,,"  306",",,X","  233",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-09-02","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  311",",,X","  228",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-09-03","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  307",",,X","    0",",,X",,,"  267",",,X","  222",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-09-04","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US"," 1689",",,X","    0",",,X",,,"  233",",,X","  211",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-09-05","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  259",",,X","    0",",,X",,,"  306",",,X","  222",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-09-06","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  294",",,X","  250",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-09-07","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  311",",,X","  244",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-09-08","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  328",",,X","  233",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-09-09","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  350",",,X","  244",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-09-10","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  356",",,X","  250",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-09-11","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  311",",,X","  239",",,X",,,,,,,,,,
"USW00093844","1945-09-12","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  311",",,X","  211",",,X",,,,,,,,,,
"USW00093844","1945-09-13","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   69",",,X","    0",",,X",,,"  294",",,X","  211",",,X",,,"    1",",,X",,,,,"    1",",,X"
"USW00093844","1945-09-14","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  294",",,X","  256",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-09-15","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  294",",,X","  239",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-09-16","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  935",",,X","    0",",,X",,,"  267",",,X","  222",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-09-17","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,"    0",",,X",,,"  250",",,X","  211",",,X","    1",",,X",,,,,,,"    1",",,X"
"USW00093844","1945-09-18","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  306",",,X","  217",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-09-19","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  322",",,X","  233",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-09-20","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  317",",,X","  244",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00093844","1945-09-21","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  311",",,X","  233",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00093844","1945-09-22","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  300",",,X","  361",",G,X",,,,,,,,,,
"USW00093844","1945-09-23","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  300",",,X","  250",",,X",,,,,,,,,,
"USW00093844","1945-09-24","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  300",",,X","  250",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-09-25","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   30",",,X","    0",",,X",,,"  294",",,X","  250",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-09-26","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  279",",,X","    0",",,X",,,"  289",",,X","  239",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-09-27","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,"    0",",,X",,,"  283",",,X","  233",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-09-28","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,"    0",",,X",,,"  294",",,X","  250",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-09-29","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,"    0",",,X",,,"  289",",,X","  239",",,X",,,"    1",",,X",,,,,"    1",",,X"
"USW00093844","1945-09-30","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  294",",,X","  239",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-10-01","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X",,,,,"  283",",,X","  217",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-10-02","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X",,,,,"  311",",,X","  211",",,X","    1",",,X","    1",",,X",,,,,"    1",",,X"
"USW00093844","1945-10-03","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  261",",,X","  211",",,X",,,,,,,,,,
"USW00093844","1945-10-04","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X","    0",",,X","  233",",,X","  172",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-10-05","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X",,,,,"  228",",,X","  183",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-10-06","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  244",",,X",,,,,"  222",",,X","  189",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-10-07","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  267",",,X","  194",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-10-08","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  267",",,X","  194",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-10-09","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  239",",,X","  172",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-10-10","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  211",",,X","  111",",,X",,,,,,,,,,
"USW00093844","1945-10-11","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  206",",,X","  117",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-10-12","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  228",",,X","  111",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-10-13","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  272",",,X","  144",",,X",,,,,,,,,,
"USW00093844","1945-10-14","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  250",",,X","  167",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-10-15","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   30",",,X",,,,,"  200",",,X","  100",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-10-16","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  183",",,X","   83",",,X",,,,,,,,,,
"USW00093844","1945-10-17","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  222",",,X","  111",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-10-18","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  244",",,X","  150",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-10-19","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  172",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-10-20","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X","    0",",,X","  278",",,X","  167",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-10-21","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  172",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-10-22","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  178",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-10-23","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    8",",,X",,,,,"  233",",,X","  189",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-10-24","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  233",",,X","  139",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-10-25","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   46",",,X",,,,,"  206",",,X","  133",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-10-26","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  196",",,X",,,,,"  211",",,X","  139",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-10-27","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  200",",,X","  128",",,X",,,,,,,,,,
"USW00093844","1945-10-28","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  222",",,X","  133",",,X",,,,,,,,,,
"USW00093844","1945-10-29","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  161",",,X",,,,,,,,,,
"USW00093844","1945-10-30","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   10",",,X",,,,,"  222",",,X","  183",",,X","    1",",,X",,,,,,,"    1",",,X"
"USW00093844","1945-10-31","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  261",",,X","  172",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-11-01","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  272",",,X","  156",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-11-02","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  172",",I,X","  272",",I,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-11-03","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-11-04","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,,,,,"    1",",,X",,,,,,,"    1",",,X"
"USW00093844","1945-11-05","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  167",",,X","   39",",,X",,,,,,,,,,
"USW00093844","1945-11-06","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  217",",,X","  106",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-11-07","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  228",",,X","  117",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-11-08","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  239",",,X","  144",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-11-09","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   33",",,X","    0",",,X",,,"  244",",,X","  172",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-11-10","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  256",",,X","  178",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-11-11","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   25",",,X","    0",",,X",,,"  228",",,X","  183",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-11-12","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   38",",,X","    0",",,X",,,"  228",",,X","  178",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-11-13","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  261",",,X","  178",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-11-14","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  256",",,X","  183",",I,X","    1",",,X",,,,,,,"    1",",,X"
"USW00093844","1945-11-15","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  133",",I,X","   67",",,X",,,,,,,,,,
"USW00093844","1945-11-16","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  189",",,X","   78",",,X",,,,,,,,,,
"USW00093844","1945-11-17","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  239",",,X","  122",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-11-18","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  250",",,X","  161",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-11-19","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  244",",,X","  150",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-11-20","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  183",",,X","  128",",,X",,,,,,,,,,
"USW00093844","1945-11-21","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  222",",,X","  117",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-11-22","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   10",",,X","    0",",,X",,,"  211",",,X","   72",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-11-23","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  106",",,X","   39",",,X",,,,,,,,,,
"USW00093844","1945-11-24","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"   89",",,X","  -11",",,X",,,,,,,,,,
"USW00093844","1945-11-25","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  161",",,X","   50",",,X",,,,,,,,,,
"USW00093844","1945-11-26","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  200",",,X","   83",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-11-27","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  206",",,X","  117",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-11-28","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   38",",,X","    0",",,X",,,"  189",",,X","  117",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-11-29","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  128",",,X","   56",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-11-30","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  139",",,X","   44",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-12-01","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  122",",,X","   50",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-12-02","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  133",",,X","   44",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-12-03","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  161",",,X","   72",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-12-04","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   30",",,X",,,,,"  178",",,X","   83",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-05","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  107",",,X",,,,,"   89",",,X","   61",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-06","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    8",",,X",,,,,"   94",",,X","   50",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-07","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    5",",,X",,,,,"  156",",,X","   50",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-08","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  178",",,X","   61",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-12-09","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  178",",,X","   56",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-12-10","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    8",",,X",,,,,"  194",",,X","   44",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-11","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"   44",",,X","    0",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-12-12","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"   89",",,X","   17",",,X",,,,,,,,,,
"USW00093844","1945-12-13","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   15",",,X",,,,,"   61",",,X","   44",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-14","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   76",",,X",,,,,"  150",",,X","   44",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-15","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   33",",,X",,,,,"   83",",,X","   39",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-16","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"   50",",,X","    6",",,X",,,,,,,,,,
"USW00093844","1945-12-17","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"   61",",,X","  -17",",,X",,,,,,,,,,
"USW00093844","1945-12-18","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   76",",,X",,,,,"  161",",,X","   22",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-19","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X",,,,,"  150",",,X","   33",",,X","    1",",,X",,,,,,,"    1",",,X"
"USW00093844","1945-12-20","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"   39",",,X","  -28",",,X",,,,,,,,,,
"USW00093844","1945-12-21","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  106",",,X","   -6",",,X",,,,,,,,,,
"USW00093844","1945-12-22","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  144",",,X","   28",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-12-23","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  100",",,X","   44",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-12-24","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X",,,,,"   78",",I,X","   22",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-25","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  348",",,X",,,,,"  178",",,X","  100",",I,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-26","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  167",",,X","  100",",,X","    1",",,X",,,,,,,,
"USW00093844","1945-12-27","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   71",",,X",,,,,"  144",",,X","   61",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-12-28","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  183",",,X",,,,,"  150",",,X","  106",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-29","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    8",",,X",,,,,"  117",",,X","   83",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-12-30","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  167",",,X","  100",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-12-31","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    5",",,X",,,,,"  167",",,X","   44",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1946-01-01","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"   78",",,X","   28",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-01-02","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"   89",",,X","   -6",",,X",,,,,,,,,,
"USW00093844","1946-01-03","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  128",",,X","   33",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-01-04","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  194",",,X","   83",",,X",,,,,,,,,,
"USW00093844","1946-01-05","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   25",",,X","    0",",,X",,,"  189",",,X","  139",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1946-01-06","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  183",",,X","  133",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1946-01-07","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  228",",,X","  139",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1946-01-08","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  206",",,X","  133",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1946-01-09","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  189",",,X","  144",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1946-01-10","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    5",",,X","    0",",,X",,,"  233",",,X","  144",",,X","    1",",,X",,,,,,,"    1",",,X"
"USW00093844","1946-01-11","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  194",",,X","  117",",,X","    1",",,X",,,,,"    1",",,X",,
