"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003952","1982-04-01","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0","T,,0,2400","    0",",,0","    0",",,0","  250",",,0","  122",",,0",,,,,,,"   75",",,X",,,,,,,,,,,"  570",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-02","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","  782",",,0,2400","    0",",,0","    0",",,0","  211",",,0","  150",",,0",,,,,,,"    0",",,X",,,,,,,,,,,"    0",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-03","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  206",",,0","   89",",,0",,,,,,,"  100",",,X",,,,,,,,,,,"  756",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-04","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0","T,,0,2400","    0",",,0","    0",",,0","  200",",,0","   83",",,0",,,,,,,"   72",",,X",,,,,,,,,,,"  546",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-05","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0","T,,0,2400","    0",",,0","    0",",,0","  250",",,0","   28",",,0",,,,,,,"   67",",,X",,,,,,,,,,,"  516",",,X",,,,,,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-06","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","   94",",,0","  -11",",,0",,,,,,,"   83",",,X",,,,,,,,,,,"  636",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-07","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   20",",,0,2400","    0",",,0","    0",",,0","   94",",,0","    0",",,0",,,,,,,"   63",",,X",,,,,,,,,,,"  480",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-08","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   38",",,0,2400","    0",",,0","    0",",,0","  111",",,0","   28",",,0",,,,,,,"   28",",,X",,,,,,,,,,,"  216",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-09","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  139",",,0","   22",",,0",,,,,,,"   87",",,X",,,,,,,,,,,"  672",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-10","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  150",",,0","   28",",,0",,,,,,,"   88",",,X",,,,,,,,,,,"  678",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-11","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  211",",,0","   50",",,0",,,,,,,"   73",",,X",,,,,,,,,,,"  570",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-12","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  256",",,0","   89",",,0",,,,,,,"   58",",,X",,,,,,,,,,,"  450",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-13","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  250",",,0","  156",",,0",,,,,,,"   80",",,X",,,,,,,,,,,"  624",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-14","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  244",",,0","  156",",,0",,,,,,,"   82",",,X",,,,,,,,,,,"  636",",,X",,,,,,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-15","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","  127",",,0,2400","    0",",,0","    0",",,0","  278",",,0","  156",",,0",,,,,,,"   79",",,X",,,,,,,,,,,"  618",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-16","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","  201",",,0,2400","    0",",,0","    0",",,0","  272",",,0","  150",",,0",,,,,,,"   37",",,X",,,,,,,,,,,"  288",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-17","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   13",",,0,2400","    0",",,0","    0",",,0","  211",",,0","  106",",,0",,,,,,,"   38",",,X",,,,,,,,,,,"  300",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-18","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","  157",",,0,2400","    0",",,0","    0",",,0","  156",",,0","   89",",,0",,,,,,,"   45",",,X",,,,,,,,,,,"  360",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-19","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","  241",",,0,2400","    0",",,0","    0",",,0","  161",",,0","   83",",,0",,,,,,,"    8",",,X",,,,,,,,,,,"   66",",,X",,,,,,,,,,,,,,,,,"    1",",,0","    1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-20","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  189",",,0","  133",",,0",,,,,,,"   57",",,X",,,,,,,,,,,"  450",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-21","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  144",",,0","   72",",,0",,,,,,,"   61",",,X",,,,,,,,,,,"  486",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-22","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  172",",,0","   72",",,0",,,,,,,"   55",",,X",,,,,,,,,,,"  444",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-23","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  183",",,0","   72",",,0",,,,,,,"   56",",,X",,,,,,,,,,,"  450",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-24","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   10",",,0,2400","    0",",,0","    0",",,0","  189",",,0","   78",",,0",,,,,,,"   74",",,X",,,,,,,,,,,"  600",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-25","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","  206",",,0,2400","    0",",,0","    0",",,0","  194",",,0","  122",",,0",,,,,,,"   60",",,X",,,,,,,,,,,"  480",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-26","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   10",",,0,2400","    0",",,0","    0",",,0","  200",",,0","  117",",,0",,,,,,,"   70",",,X",,,,,,,,,,,"  570",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-27","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  217",",,0","  111",",,0",,,,,,,"  100",",,X",,,,,,,,,,,"  810",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-04-28","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   25",",,0,2400","    0",",,0","    0",",,0","  200",",,0","  106",",,0",,,,,,,"   77",",,X",,,,,,,,,,,"  618",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-29","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   64",",,0,2400","    0",",,0","    0",",,0","  183",",,0","  106",",,0",,,,,,,"   70",",,X",,,,,,,,,,,"  564",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-04-30","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0","T,,0,2400","    0",",,0","    0",",,0","  206",",,0","  106",",,0",,,,,,,"   79",",,X",,,,,,,,,,,"  564",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-01","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   25",",,0,2400","    0",",,0","    0",",,0","  211",",,0","  144",",,0",,,,,,,"   55",",,X",,,,,,,,,,,"  450",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-02","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  261",",,0","  139",",,0",,,,,,,"   94",",,X",,,,,,,,,,,"  768",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-03","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  278",",,0","  144",",,0",,,,,,,"   97",",,X",,,,,,,,,,,"  798",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-04","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  289",",,0","  156",",,0",,,,,,,"   95",",,X",,,,,,,,,,,"  780",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-05","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  294",",,0","  178",",,0",,,,,,,"   86",",,X",,,,,,,,,,,"  702",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-06","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","  368",",,0,2400","    0",",,0","    0",",,0","  233",",,0","  150",",,0",,,,,,,"   71",",,X",,,,,,,,,,,"  588",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-07","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   20",",,0,2400","    0",",,0","    0",",,0","  206",",,0","  106",",,0",,,,,,,"   85",",,X",,,,,,,,,,,"  702",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-08","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  250",",,0","  111",",,0",,,,,,,"  100",",,X",,,,,,,,,,,"  828",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-09","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  261",",,0","  133",",,0",,,,,,,"  100",",,X",,,,,,,,,,,"  828",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-10","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  272",",,0","  144",",,0",,,,,,,"   93",",,X",,,,,,,,,,,"  768",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-11","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  294",",,0","  172",",,0",,,,,,,"  100",",,X",,,,,,,,,,,"  834",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-12","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  278",",,0","  183",",,0",,,,,,,"   78",",,X",,,,,,,,,,,"  648",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-13","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   28",",,0,2400","    0",",,0","    0",",,0","  283",",,0","  194",",,0",,,,,,,"   75",",,X",,,,,,,,,,,"  630",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-14","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   89",",,0,2400","    0",",,0","    0",",,0","  289",",,0","  178",",,0",,,,,,,"   82",",,X",,,,,,,,,,,"  690",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-15","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   53",",,0,2400","    0",",,0","    0",",,0","  300",",,0","  144",",,0",,,,,,,"   92",",,X",,,,,,,,,,,"  768",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-16","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  300",",,0","  172",",,0",,,,,,,"   93",",,X",,,,,,,,,,,"  780",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-17","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  300",",,0","  183",",,0",,,,,,,"   90",",,X",,,,,,,,,,,"  756",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-18","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   15",",,0,2400","    0",",,0","    0",",,0","  283",",,0","  172",",,0",,,,,,,"   81",",,X",,,,,,,,,,,"  678",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-19","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","  274",",,0,2400","    0",",,0","    0",",,0","  272",",,0","  161",",,0",,,,,,,"   68",",,X",,,,,,,,,,,"  576",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,"    1",",,0",,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-20","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  283",",,0","  183",",,0",,,,,,,"   87",",,X",,,,,,,,,,,"  738",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-21","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0","T,,0,2400","    0",",,0","    0",",,0","  317",",,0","  211",",,0",,,,,,,"   78",",,X",,,,,,,,,,,"  660",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-22","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   41",",,0,2400","    0",",,0","    0",",,0","  267",",,0","  189",",,0",,,,,,,"   66",",,X",,,,,,,,,,,"  588",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-23","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0","T,,0,2400","    0",",,0","    0",",,0","  272",",,0","  156",",,0",,,,,,,"   86",",,X",,,,,,,,,,,"  732",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-24","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","  279",",,0,2400","    0",",,0","    0",",,0","  278",",,0","  183",",,0",,,,,,,"   69",",,X",,,,,,,,,,,"  588",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-25","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   13",",,0,2400","    0",",,0","    0",",,0","  267",",,0","  183",",,0",,,,,,,"   50",",,X",,,,,,,,,,,"  426",",,X",,,,,,,,,,,,,,,,,"    1",",,0","    1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-26","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  294",",,0","  183",",,0",,,,,,,"   89",",,X",,,,,,,,,,,"  756",",,X",,,,,,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-05-27","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    5",",,0,2400","    0",",,0","    0",",,0","  300",",,0","  189",",,0",,,,,,,"   84",",,X",,,,,,,,,,,"  720",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-28","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   69",",,0,2400","    0",",,0","    0",",,0","  306",",,0","  183",",,0",,,,,,,"   74",",,X",,,,,,,,,,,"  636",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-29","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    3",",,0,2400","    0",",,0","    0",",,0","  322",",,0","  222",",,0",,,,,,,"   98",",,X",,,,,,,,,,,"  840",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-30","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0","T,,0,2400","    0",",,0","    0",",,0","  339",",,0","  228",",,0",,,,,,,"  100",",,X",,,,,,,,,,,"  858",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-05-31","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   20",",,0,2400","    0",",,0","    0",",,0","  272",",,0","  161",",,0",,,,,,,"   94",",,X",,,,,,,,,,,"  810",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-06-01","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  250",",,0","  122",",,0",,,,,,,"  100",",,X",,,,,,,,,,,"  858",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-06-02","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  256",",,0","  144",",,0",,,,,,,"   88",",,X",,,,,,,,,,,"  762",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003952","1982-06-03","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   38",",,0,2400","    0",",,0","    0",",,0","  261",",,0","  167",",,0",,,,,,,"   81",",,X",,,,,,,,,,,"  696",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-06-04","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","   66",",,0,2400","    0",",,0","    0",",,0","  278",",,0","  167",",,0",,,,,,,"   75",",,X",,,,,,,,,,,"  642",",,X",,,,,,,,,,,,,,,,,"    1",",,0","    1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-06-05","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0","T,,0,2400","    0",",,0","    0",",,0","  222",",,0","  156",",,0",,,,,,,"   65",",,X",,,,,,,,,,,"  558",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00003952","1982-06-06","34.8353","-92.2596","171.6","NORTH LITTLE ROCK WEATHER FORECAST OFFICE, AR US","    0",",,0,2400","    0",",,0","    0",",,0","  311",",,0","  150",",,0",,,,,,,"   92",",,X",,,,,,,,,,,"  798",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,
