"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00023234","1969-11-26","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  189",",,0","   61",",,0","   20",",,X","   20",",,X",,,,,,,,,,,,,,," 1636",",,X",,,,,,,,,,,"  110",",,X",,,,,"  135","W,,X",,,,,"   36",",,X",,,,,"   46",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-11-27","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  200",",,0","   56",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 2148",",,X",,,,,,,,,,,"   30",",,X",,,,,"  158","W,,X",,,,,"   36",",,X",,,,,"   41",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-11-28","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  194",",,0","   56",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 2312",",,X",,,,,,,,,,,"  290",",,X",,,,,"  293","W,,X",,,,,"   45",",,X",,,,,"   57",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-11-29","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  178",",,0","   44",",,0","   20",",,X","   40",",,X",,,,,,,,,,,,,,," 1954",",,X",,,,,,,,,,,"  290",",,X",,,,,"  158","W,,X",,,,,"   36",",,X",,,,,"   46",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-11-30","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  167",",,0","   39",",,0","   10",",,X","   10",",,X",,,,,,,,,,,,,,," 2006",",,X",,,,,,,,,,,"  130",",,X",,,,,"  135","W,,X",,,,,"   36",",,X",,,,,"   46",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-01","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  161",",,0","   44",",,0","   20",",,X","   20",",,X",,,,,,,,,,,,,,," 1818",",,X",,,,,,,,,,,"  290",",,X",,,,,"  293","W,,X",,,,,"   40",",,X",,,,,"   62",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-02","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  172",",,0","   44",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 1912",",,X",,,,,,,,,,,"  290",",,X",,,,,"  293","W,,X",,,,,"   54",",,X",,,,,"   87",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-03","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0","T,,0,2400","    0",",,0","    0",",,0","  172",",,0","   56",",,0","   60",",,X","   60",",,X",,,,,,,,,,,,,,," 1642",",,X",,,,,,,,,,,"  280",",,X",,,,,"  270","W,,X",,,,,"   98",",,X",,,,,"  123",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-04","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  161",",,0","   72",",,0","   20",",,X","   30",",,X",,,,,,,,,,,,,,," 1548",",,X",,,,,,,,,,,"  280",",,X",,,,,"  270","W,,X",,,,,"   67",",,X",,,,,"   77",",,X",,,"    1",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-05","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  150",",,0","   56",",,0","   30",",,X","   50",",,X",,,,,,,,,,,,,,," 1824",",,X",,,,,,,,,,,"  290",",,X",,,,,"  270","W,,X",,,,,"   89",",,X",,,,,"  108",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-06","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0","T,,0,2400","    0",",,0","    0",",,0","  144",",,0","   83",",,0","   70",",,X","   70",",,X",,,,,,,,,,,,,,," 1518",",,X",,,,,,,,,,,"  290",",,X",,,,,"  293","W,,X",,,,,"   63",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-07","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  156",",,0","   89",",,0","   80",",,X","   70",",,X",,,,,,,,,,,,,,," 1536",",,X",,,,,,,,,,,"  270",",,X",,,,,"  270","W,,X",,,,,"   67",",,X",,,,,"  103",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-08","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","  127",",,0,2400","    0",",,0","    0",",,0","  161",",,0","  100",",,0","   60",",,X","   80",",,X",,,,,,,,,,,,,,," 1142",",,X",,,,,,,,,,,"  210",",,X",,,,,"  225","W,,X",,,,,"   76",",,X",,,,,"  123",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-09","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   23",",,0,2400","    0",",,0","    0",",,0","  150",",,0","   78",",,0","   60",",,X","   50",",,X",,,,,,,,,,,,,,," 1324",",,X",,,,,,,,,,,"  260",",,X",,,,,"  270","W,,X",,,,,"   67",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-10","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   64",",,0,2400","    0",",,0","    0",",,0","  167",",,0","  100",",,0","   90",",,X","   80",",,X",,,,,,,,,,,,,,," 2354",",,X",,,,,,,,,,,"  170",",,X",,,,,"  180","W,,X",,,,,"   76",",,X",,,,,"  129",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-11","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   30",",,0,2400","    0",",,0","    0",",,0","  167",",,0","  117",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 0012",",,X",,,,,,,,,,,"  180",",,X",,,,,"  180","W,,X",,,,,"  103",",,X",,,,,"  154",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-12","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   18",",,0,2400","    0",",,0","    0",",,0","  172",",,0","  133",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1224",",,X",,,,,,,,,,,"  180",",,X",,,,,"  180","W,,X",,,,,"   80",",,X",,,,,"  123",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-13","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  156",",,0","  106",",,0","   70",",,X","  100",",,X",,,,,,,,,,,,,,," 1954",",,X",,,,,,,,,,,"  190",",,X",,,,,"  203","W,,X",,,,,"   67",",,X",,,,,"  129",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-14","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  156",",,0","  111",",,0","   70",",,X","  100",",,X",,,,,,,,,,,,,,," 0806",",,X",,,,,,,,,,,"  150",",,X",,,,,"  135","W,,X",,,,,"   58",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-15","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  161",",,0","  100",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1106",",,X",,,,,,,,,,,"  120",",,X",,,,,"  113","W,,X",,,,,"   58",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-16","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0","T,,0,2400","    0",",,0","    0",",,0","  167",",,0","   89",",,0","   90",",,X","   90",",,X",,,,,,,,,,,,,,," 1636",",,X",,,,,,,,,,,"  240",",,X",,,,,"  225","W,,X",,,,,"   54",",,X",,,,,"  108",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-17","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0","T,,0,2400","    0",",,0","    0",",,0","  156",",,0","   94",",,0","   80",",,X","   90",",,X",,,,,,,,,,,,,,," 1736",",,X",,,,,,,,,,,"  130",",,X",,,,,"  360","W,,X",,,,,"   45",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-18","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   41",",,0,2400","    0",",,0","    0",",,0","  150",",,0","  117",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 2200",",,X",,,,,,,,,,,"  120",",,X",,,,,"  135","W,,X",,,,,"   63",",,X",,,,,"   82",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-19","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","  193",",,0,2400","    0",",,0","    0",",,0","  178",",,0","  144",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1124",",,X",,,,,,,,,,,"  180",",,X",,,,,"  180","W,,X",,,,,"  174",",,X",,,,,"  231",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-20","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","  198",",,0,2400","    0",",,0","    0",",,0","  183",",,0","  144",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 2324",",,X",,,,,,,,,,,"  190",",,X",,,,,"  180","W,,X",,,,,"  130",",,X",,,,,"  185",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-21","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","  274",",,0,2400","    0",",,0","    0",",,0","  178",",,0","   94",",,0","   70",",,X","   90",",,X",,,,,,,,,,,,,,," 0418",",,X",,,,,,,,,,,"  170",",,X",,,,,"  180","W,,X",,,,,"  161",",,X",,,,,"  236",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-22","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  128",",,0","   83",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1524",",,X",,,,,,,,,,,"  290",",,X",,,,,"  293","W,,X",,,,,"   63",",,X",,,,,"   87",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-23","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   18",",,0,2400","    0",",,0","    0",",,0","  161",",,0","   94",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1830",",,X",,,,,,,,,,,"  200",",,X",,,,,"  203","W,,X",,,,,"   98",",,X",,,,,"  134",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-24","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","  130",",,0,2400","    0",",,0","    0",",,0","  156",",,0","  133",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 0100",",,X",,,,,,,,,,,"  210",",,X",,,,,"  203","W,,X",,,,,"   94",",,X",,,,,"  170",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-25","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   51",",,0,2400","    0",",,0","    0",",,0","  156",",,0","   78",",,0","   50",",,X","   50",",,X",,,,,,,,,,,,,,," 0748",",,X",,,,,,,,,,,"  270",",,X",,,,,"  270","W,,X",,,,,"  107",",,X",,,,,"  144",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-26","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0","T,,0,2400","    0",",,0","    0",",,0","  133",",,0","   72",",,0","   10",",,X","    0",",,X",,,,,,,,,,,,,,," 1454",",,X",,,,,,,,,,,"  290",",,X",,,,,"  293","W,,X",,,,,"  103",",,X",,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1969-12-27","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  128",",,0","   56",",,0","   10",",,X","   20",",,X",,,,,,,,,,,,,,," 1242",",,X",,,,,,,,,,,"  340",",,X",,,,,"  248","W,,X",,,,,"  130",",,X",,,,,"  164",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-28","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  150",",,0","   44",",,0","   10",",,X","    0",",,X",,,,,,,,,,,,,,," 0942",",,X",,,,,,,,,,,"   10",",,X",,,,,"  360","W,,X",,,,,"  112",",,X",,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-29","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  128",",,0","   39",",,0","   10",",,X","    0",",,X",,,,,,,,,,,,,,," 0100",",,X",,,,,,,,,,,"   30",",,X",,,,,"  360","W,,X",,,,,"   72",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-30","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  139",",,0","   44",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 0006",",,X",,,,,,,,,,,"  120",",,X",,,,,"   68","W,,X",,,,,"   63",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1969-12-31","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  128",",,0","   39",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 1824",",,X",,,,,,,,,,,"  270",",,X",,,,,"  270","W,,X",,,,,"   54",",,X",,,,,"   57",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1970-01-01","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  150",",,0","   39",",,0","   30",",,X","   30",",,X",,,,,,,,,,,,,,," 2330",",,X",,,,,,,,,,,"   60",",,X",,,,,"   68","W,,X",,,,,"   72",",,X",,,,,"   93",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1970-01-02","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  122",",,0","   44",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,," 0324",",,X",,,,,,,,,,,"   60",",,X",,,,,"   68","W,,X",,,,,"   89",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1970-01-03","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  111",",,0","   17",",,0","   10",",,X","    0",",,X",,,,,,,,,,,,,,," 2312",",,X",,,,,,,,,,,"  290",",,X",,,,,"  293","W,,X",,,,,"   40",",,X",,,,,"   57",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1970-01-04","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  111",",,0","   33",",,0","   30",",,X","   40",",,X",,,,,,,,,,,,,,," 1030",",,X",,,,,,,,,,,"  360",",,X",,,,,"  360","W,,X",,,,,"   58",",,X",,,,,"   67",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1970-01-05","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  100",",,0","   11",",,0","   60",",,X","   80",",,X",,,,,,,,,,,,,,," 1942",",,X",,,,,,,,,,,"   60",",,X",,,,,"   68","W,,X",,,,,"   63",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1970-01-06","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","   94",",,0","   11",",,0","   90",",,X","  100",",,X",,,,,,,,,,,,,,," 2136",",,X",,,,,,,,,,,"   80",",,X",,,,,"   90","W,,X",,,,,"   54",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1970-01-07","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    3",",,0,2400","    0",",,0","    0",",,0","  106",",,0","   50",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 2342",",,X",,,,,,,,,,,"  120",",,X",,,,,"  113","W,,X",,,,,"   67",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-08","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   33",",,0,2400","    0",",,0","    0",",,0","  139",",,0","   89",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1918",",,X",,,,,,,,,,,"  150",",,X",,,,,"  158","W,,X",,,,,"  134",",,X",,,,,"  175",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-09","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","  145",",,0,2400","    0",",,0","    0",",,0","  156",",,0","  100",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1336",",,X",,,,,,,,,,,"  150",",,X",,,,,"  158","W,,X",,,,,"  161",",,X",,,,,"  231",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-10","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    5",",,0,2400","    0",",,0","    0",",,0","  144",",,0","  100",",,0","   90",",,X","   90",",,X",,,,,,,,,,,,,,," 0148",",,X",,,,,,,,,,,"  260",",,X",,,,,"  270","W,,X",,,,,"   76",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-11","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   97",",,0,2400","    0",",,0","    0",",,0","  117",",,0","   94",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 0912",",,X",,,,,,,,,,,"  130",",,X",,,,,"  113","W,,X",,,,,"   76",",,X",,,,,"  113",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-12","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   15",",,0,2400","    0",",,0","    0",",,0","  161",",,0","  106",",,0","   90",",,X","   90",",,X",,,,,,,,,,,,,,," 1336",",,X",,,,,,,,,,,"  190",",,X",,,,,"  180","W,,X",,,,,"   89",",,X",,,,,"  144",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-13","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","   46",",,0,2400","    0",",,0","    0",",,0","  161",",,0","  122",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1806",",,X",,,,,,,,,,,"  140",",,X",,,,,"  180","W,,X",,,,,"   98",",,X",,,,,"  164",",,X",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-14","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","  531",",,0,2400","    0",",,0","    0",",,0","  161",",,0","  111",",,0","   90",",,X","   90",",,X",,,,,,,,,,,,,,," 0712",",,X",,,,,,,,,,,"  210",",,X",,,,,"  203","W,,X",,,,,"  174",",,X",,,,,"  221",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-15","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","  135",",,0,2400","    0",",,0","    0",",,0","  150",",,0","  106",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 2030",",,X",,,,,,,,,,,"  170",",,X",,,,,"  113","W,,X",,,,,"   89",",,X",,,,,"  118",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-16","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","  206",",,0,2400","    0",",,0","    0",",,0","  178",",,0","  128",",,0","   90",",,X","   80",",,X",,,,,,,,,,,,,,," 0454",",,X",,,,,,,,,,,"  230",",,X",,,,,"  203","W,,X",,,,,"  139",",,X",,,,,"  211",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-17","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0","T,,0,2400","    0",",,0","    0",",,0","  156",",,0","  117",",,0","  100",",,X","   90",",,X",,,,,,,,,,,,,,," 0200",",,X",,,,,,,,,,,"  250",",,X",,,,,"  248","W,,X",,,,,"   98",",,X",,,,,"  118",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00023234","1970-01-18","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    0",",,0,2400","    0",",,0","    0",",,0","  156",",,0","  106",",,0","   90",",,X","  100",",,X",,,,,,,,,,,,,,," 1318",",,X",,,,,,,,,,,"  220",",,X",,,,,"  225","W,,X",,,,,"   67",",,X",,,,,"   72",",,X",,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023234","1970-01-19","37.61962","-122.36562","3.2","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","    8",",,0,2400","    0",",,0","    0",",,0","  167",",,0","  111",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,," 1000",",,X",,,,,,,,,,,"  180",",,X",,,,,"  158","W,,X",,,,,"   89",",,X",,,,,"  123",",,X",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
