"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014933","1950-06-21","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  300",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -533",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-06-22","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  294",",,0","  189",",,0",,,,,,,,,,,,,,,,,,," -536",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-06-23","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  300",",,0","  239",",,0",,,,,,,,,,,,,,,,,,," -518",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-06-24","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    5",",,0,2400","    0",",,0","    0",",,0","  317",",,0","  211",",,0",,,,,,,,,,,,,,,,,,," -515",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-06-25","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  339",",,0","  200",",,0",,,,,,,,,,,,,,,,,,," -482",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-06-26","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  250",",,0","  150",",,0",,,,,,,,,,,,,,,,,,," -518",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-06-27","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  250",",,0","  122",",,0",,,,,,,,,,,,,,,,,,," -518",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-06-28","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  267",",,0","  150",",,0",,,,,,,,,,,,,,,,,,," -466",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-06-29","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  244",",,0","  106",",,0",,,,,,,,,,,,,,,,,,," -466",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-06-30","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  261",",,0","  139",",,0",,,,,,,,,,,,,,,,,,," -466",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-01","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  311",",,0","  139",",,0",,,,,,,,,,,,,,,,,,," -466",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-02","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  306",",,0","  167",",,0",,,,,,,,,,,,,,,,,,," -424",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-03","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  178",",,0,2400","    0",",,0","    0",",,0","  294",",,0","  178",",,0",,,,,,,,,,,,,,,,,,," -424",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-04","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  267",",,0","  150",",,0",,,,,,,,,,,,,,,,,,," -418",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-05","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  107",",,0,2400","    0",",,0","    0",",,0","  250",",,0","  139",",,0",,,,,,,,,,,,,,,,,,," -411",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-06","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  272",",,0","  128",",,0",,,,,,,,,,,,,,,,,,," -411",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-07","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  278",",,0","  150",",,0",,,,,,,,,,,,,,,,,,," -408",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-08","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  283",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -405",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-09","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  256",",,0","  183",",,0",,,,,,,,,,,,,,,,,,," -405",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-10","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  294",",,0","  178",",,0",,,,,,,,,,,,,,,,,,," -405",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-11","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  278",",,0","  178",",,0",,,,,,,,,,,,,,,,,,," -405",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-12","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   81",",,0,2400","    0",",,0","    0",",,0","  233",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -399",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-13","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  228",",,0","  106",",,0",,,,,,,,,,,,,,,,,,," -402",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-14","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  256",",,0","  111",",,0",,,,,,,,,,,,,,,,,,," -421",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-15","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  185",",,0,2400","    0",",,0","    0",",,0","  294",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -427",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-16","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   10",",,0,2400","    0",",,0","    0",",,0","  306",",,0","  172",",,0",,,,,,,,,,,,,,,,,,," -436",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-17","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   43",",,0,2400","    0",",,0","    0",",,0","  267",",,0","  189",",,0",,,,,,,,,,,,,,,,,,," -424",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-18","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  109",",,0,2400","    0",",,0","    0",",,0","  250",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -421",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-19","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   15",",,0,2400","    0",",,0","    0",",,0","  211",",,0","  156",",,0",,,,,,,,,,,,,,,,,,," -424",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-20","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  244",",,0","  133",",,0",,,,,,,,,,,,,,,,,,," -424",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-21","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  256",",,0","  133",",,0",,,,,,,,,,,,,,,,,,," -424",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-22","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  278",",,0","  156",",,0",,,,,,,,,,,,,,,,,,," -436",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-23","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  256",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -448",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-24","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  267",",,0","  139",",,0",,,,,,,,,,,,,,,,,,," -451",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-25","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  244",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -445",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-26","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  283",",,0","  144",",,0",,,,,,,,,,,,,,,,,,," -439",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-27","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  306",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -433",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-28","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  300",",,0","  167",",,0",,,,,,,,,,,,,,,,,,," -427",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-29","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  306",",,0","  178",",,0",,,,,,,,,,,,,,,,,,," -421",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-07-30","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   13",",,0,2400","    0",",,0","    0",",,0","  317",",,0","  200",",,0",,,,,,,,,,,,,,,,,,," -418",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-07-31","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,0,2400","    0",",,0","    0",",,0","  306",",,0","  183",",,0",,,,,,,,,,,,,,,,,,," -415",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-01","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  283",",,0","  156",",,0",,,,,,,,,,,,,,,,,,," -411",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-02","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  244",",,0","  117",",,0",,,,,,,,,,,,,,,,,,," -408",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-03","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  272",",,0","  128",",,0",,,,,,,,,,,,,,,,,,," -405",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-04","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  191",",,0,2400","    0",",,0","    0",",,0","  228",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -411",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-05","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  278",",,0","  167",",,0",,,,,,,,,,,,,,,,,,," -411",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-06","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  289",",,0","  178",",,0",,,,,,,,,,,,,,,,,,," -408",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-07","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    5",",,0,2400","    0",",,0","    0",",,0","  283",",,0","  172",",,0",,,,,,,,,,,,,,,,,,," -405",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-08","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  294",",,0","  178",",,0",,,,,,,,,,,,,,,,,,," -405",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-09","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  311",",,0","  189",",,0",,,,,,,,,,,,,,,,,,," -402",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-10","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   81",",,0,2400","    0",",,0","    0",",,0","  261",",,0","  183",",,0",,,,,,,,,,,,,,,,,,," -399",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-11","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  244",",,0","  161",",,0",,,,,,,,,,,,,,,,,,," -399",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-12","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  114",",,0,2400","    0",",,0","    0",",,0","  189",",,0","  139",",,0",,,,,,,,,,,,,,,,,,," -399",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-13","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    5",",,0,2400","    0",",,0","    0",",,0","  206",",,0","  167",",,0",,,,,,,,,,,,,,,,,,," -399",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-14","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  300",",,0","  189",",,0",,,,,,,,,,,,,,,,,,," -396",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-15","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    8",",,0,2400","    0",",,0","    0",",,0","  300",",,0","  200",",,0",,,,,,,,,,,,,,,,,,," -393",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-16","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  311",",,0","  178",",,0",,,,,,,,,,,,,,,,,,," -393",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-17","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  250",",,0","  156",",,0",,,,,,,,,,,,,,,,,,," -393",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-18","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  250",",,0","  122",",,0",,,,,,,,,,,,,,,,,,," -393",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-19","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  172",",,0","   94",",,0",,,,,,,,,,,,,,,,,,," -390",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-20","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  206",",,0","   44",",,0",,,,,,,,,,,,,,,,,,," -390",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-21","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   23",",,0,2400","    0",",,0","    0",",,0","  261",",,0","   83",",,0",,,,,,,,,,,,,,,,,,," -390",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1950-08-22","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  289",",,0","  133",",,0",,,,,,,,,,,,,,,,,,," -390",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-23","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  306",",,0","  183",",,0",,,,,,,,,,,,,,,,,,," -387",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1950-08-24","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  289",",,0","  178",",,0",,,,,,,,,,,,,,,,,,," -387",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
