"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00014764","1968-06-30","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   30",",,0,2400","    0",",,0,","    0",",,0,","  306",",,0","  178",",,0","   60",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,," 1354",",,X","   85",",,X",,,,,,,,,,,"  786",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  103",",,X","   76",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-01","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  306",",,0","  183",",,0","   40",",,X","   30",",,X",,,,,,,,,,,,,,,,,,,,," 1818",",,X","   63",",,X",,,,,,,,,,,"  588",",,X",,,,,,,"   45","W,,X","   90","W,,X",,,,,,,,,"  108",",,X","   72",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-02","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  317",",,0","  200",",,0","   60",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,," 1518",",,X","   94",",,X",,,,,,,,,,,"  870",",,X",,,,,,,"  225","W,,X","  270","W,,X",,,,,,,,,"  129",",,X","   89",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-03","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   10",",,0,2400","    0",",,0,","    0",",,0,","  267",",,0","  172",",,0","   90",",,X","   90",",,X",,,,,,,,,,,,,,,,,,,,," 1554",",,X","   41",",,X",,,,,,,,,,,"  378",",,X",,,,,,,"  225","W,,X","  270","W,,X",,,,,,,,,"   87",",,X","   63",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-04","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  217",",,0","  156",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,," 1842",",,X","    0",",,X",,,,,,,,,,,"    0",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   62",",,X","   45",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-05","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  239",",,0","  144",",,0","   30",",,X","   30",",,X",,,,,,,,,,,,,,,,,,,,," 1618",",,X","   77",",,X",,,,,,,,,,,"  708",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   82",",,X","   63",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-06","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   46",",,0,2400","    0",",,0,","    0",",,0,","  217",",,0","  128",",,0","   70",",,X","   70",",,X",,,,,,,,,,,,,,,,,,,,," 1142",",,X","   24",",,X",,,,,,,,,,,"  216",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"   87",",,X","   72",",,X","    1",",,X","    1",",,X","    1",",,0",,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-07","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  244",",,0","  106",",,0","   40",",,X","   60",",,X",,,,,,,,,,,,,,,,,,,,," 1812",",,X","   63",",,X",,,,,,,,,,,"  582",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   77",",,X","   54",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-08","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  300",",,0","  128",",,0","   30",",,X","   40",",,X",,,,,,,,,,,,,,,,,,,,," 1206",",,X","   97",",,X",,,,,,,,,,,"  888",",,X",,,,,,,"  225","W,,X","  270","W,,X",,,,,,,,,"  103",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-09","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  283",",,0","  167",",,0","   60",",,X","   60",",,X",,,,,,,,,,,,,,,,,,,,," 1524",",,X","   76",",,X",,,,,,,,,,,"  696",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"  123",",,X","   85",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-10","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   89",",,0,2400","    0",",,0,","    0",",,0,","  267",",,0","  161",",,0","   80",",,X","   70",",,X",,,,,,,,,,,,,,,,,,,,," 1300",",,X","   49",",,X",,,,,,,,,,,"  444",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,,,"  113",",,X","   76",",,X","    1",",,X","    1",",,X","    1",",,0",,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-11","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  222",",,0","  133",",,0","   70",",,X","   80",",,X",,,,,,,,,,,,,,,,,,,,," 1400",",,X","   55",",,X",,,,,,,,,,,"  498",",,X",,,,,,,"   90","W,,X","   90","W,,X",,,,,,,,,"   62",",,X","   45",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-12","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  256",",,0","  111",",,0","   10",",,X","   20",",,X",,,,,,,,,,,,,,,,,,,,," 0748",",,X","   72",",,X",,,,,,,,,,,"  660",",,X",,,,,,,"  180","W,,X","   90","W,,X",,,,,,,,,"   72",",,X","   54",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-13","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  278",",,0","  139",",,0","   70",",,X","   60",",,X",,,,,,,,,,,,,,,,,,,,," 0730",",,X","   66",",,X",,,,,,,,,,,"  600",",,X",,,,,,,"   45","W,,X","  180","W,,X",,,,,,,,,"   57",",,X","   45",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-14","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  233",",,0","  167",",,0","   60",",,X","   60",",,X",,,,,,,,,,,,,,,,,,,,," 1136",",,X","   46",",,X",,,,,,,,,,,"  414",",,X",,,,,,,"  135","W,,X","  180","W,,X",,,,,,,,,"   67",",,X","   49",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-15","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  322",",,0","  161",",,0","   30",",,X","   30",",,X",,,,,,,,,,,,,,,,,,,,," 1418",",,X","   98",",,X",,,,,,,,,,,"  888",",,X",,,,,,,"  135","W,,X","  180","W,,X",,,,,,,,,"   82",",,X","   63",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-16","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  356",",,0","  217",",,0","   20",",,X","   30",",,X",,,,,,,,,,,,,,,,,,,,," 1442",",,X","   89",",,X",,,,,,,,,,,"  810",",,X",,,,,,,"  360","W,,X","  315","W,,X",,,,,,,,,"   87",",,X","   63",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-17","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  306",",,0","  178",",,0","   60",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,," 1200",",,X","   77",",,X",,,,,,,,,,,"  690",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"  108",",,X","   80",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-18","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  272",",,0","  161",",,0","   20",",,X","   10",",,X",,,,,,,,,,,,,,,,,,,,," 1536",",,X","   89",",,X",,,,,,,,,,,"  798",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   67",",,X","   49",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-19","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    3",",,0,2400","    0",",,0,","    0",",,0,","  283",",,0","  211",",,0","   80",",,X","   70",",,X",,,,,,,,,,,,,,,,,,,,," 1400",",,X","   62",",,X",,,,,,,,,,,"  558",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"  134",",,X","   98",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-20","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  294",",,0","  161",",,0","   50",",,X","   60",",,X",,,,,,,,,,,,,,,,,,,,," 1024",",,X","   90",",,X",,,,,,,,,,,"  810",",,X",,,,,,,"  360","W,,X","  315","W,,X",,,,,,,,,"   72",",,X","   58",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-21","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  261",",,0","  122",",,0","   20",",,X","   20",",,X",,,,,,,,,,,,,,,,,,,,," 1506",",,X","   99",",,X",,,,,,,,,,,"  888",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   77",",,X","   63",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-22","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  283",",,0","  144",",,0","   20",",,X","   30",",,X",,,,,,,,,,,,,,,,,,,,," 1406",",,X","   92",",,X",,,,,,,,,,,"  828",",,X",,,,,,,"  180","W,,X","  225","W,,X",,,,,,,,,"  118",",,X","   80",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-23","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  306",",,0","  178",",,0","   50",",,X","   40",",,X",,,,,,,,,,,,,,,,,,,,," 0836",",,X","   87",",,X",,,,,,,,,,,"  780",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"   98",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-24","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   18",",,0,2400","    0",",,0,","    0",",,0,","  239",",,0","  133",",,0","   80",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,," 1824",",,X","   18",",,X",,,,,,,,,,,"  156",",,X",,,,,,,"  135","W,,X","  180","W,,X",,,,,,,,,"   46",",,X","   31",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-25","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  306",",,0","  156",",,0","   70",",,X","   80",",,X",,,,,,,,,,,,,,,,,,,,," 1500",",,X","   70",",,X",,,,,,,,,,,"  624",",,X",,,,,,,"  360","W,,X","  315","W,,X",,,,,,,,,"   98",",,X","   76",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-26","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  283",",,0","  139",",,0","   20",",,X","   30",",,X",,,,,,,,,,,,,,,,,,,,," 1206",",,X","  100",",,X",,,,,,,,,,,"  888",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"   98",",,X","   63",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-27","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  267",",,0","  117",",,0","   70",",,X","   70",",,X",,,,,,,,,,,,,,,,,,,,," 1454",",,X","   80",",,X",,,,,,,,,,,"  702",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   93",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-28","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  278",",,0","  139",",,0","   70",",,X","   80",",,X",,,,,,,,,,,,,,,,,,,,," 1006",",,X","   49",",,X",,,,,,,,,,,"  432",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,,,"   87",",,X","   58",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-07-29","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  256",",,0","  117",",,0","   40",",,X","   40",",,X",,,,,,,,,,,,,,,,,,,,," 1218",",,X","   90",",,X",,,,,,,,,,,"  792",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  139",",,X","   85",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-30","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  239",",,0","  117",",,0","   20",",,X","   30",",,X",,,,,,,,,,,,,,,,,,,,," 0824",",,X","  100",",,X",,,,,,,,,,,"  882",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,,,"   98",",,X","   63",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-07-31","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  239",",,0","   94",",,0","   40",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,," 1312",",,X","   85",",,X",,,,,,,,,,,"  750",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"  129",",,X","   89",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-01","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    5",",,0,2400","    0",",,0,","    0",",,0,","  311",",,0","  150",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,," 1306",",,X","   29",",,X",,,,,,,,,,,"  258",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  103",",,X","   76",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-08-02","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","  292",",,0,2400","    0",",,0,","    0",",,0,","  261",",,0","  167",",,0","   70",",,X","   80",",,X",,,,,,,,,,,,,,,,,,,,," 1624",",,X","   61",",,X",,,,,,,,,,,"  528",",,X",,,,,,,"  180","W,,X","  135","W,,X",,,,,,,,,"   72",",,X","   54",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-08-03","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  300",",,0","  139",",,0","   20",",,X","   10",",,X",,,,,,,,,,,,,,,,,,,,," 1142",",,X","   98",",,X",,,,,,,,,,,"  858",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"  108",",,X","   80",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-04","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  311",",,0","  161",",,0","   40",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,," 1354",",,X","   77",",,X",,,,,,,,,,,"  666",",,X",,,,,,,"  180","W,,X","  270","W,,X",,,,,,,,,"  103",",,X","   72",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-05","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  239",",,0","  139",",,0","   10",",,X","   10",",,X",,,,,,,,,,,,,,,,,,,,," 0736",",,X","  100",",,X",,,,,,,,,,,"  864",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,,,"   87",",,X","   54",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-06","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    5",",,0,2400","    0",",,0,","    0",",,0,","  222",",,0","  117",",,0","   90",",,X","   90",",,X",,,,,,,,,,,,,,,,,,,,," 1036",",,X","   48",",,X",,,,,,,,,,,"  420",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   98",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-08-07","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","    0",",,0,","  278",",,0","  167",",,0","   80",",,X","   90",",,X",,,,,,,,,,,,,,,,,,,,," 1054",",,X","   60",",,X",,,,,,,,,,,"  516",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,,,"   62",",,X","   45",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-08-08","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    8",",,0,2400","    0",",,0,","    0",",,0,","  267",",,0","  133",",,0","   40",",,X","   30",",,X",,,,,,,,,,,,,,,,,,,,," 1218",",,X","   97",",,X",,,,,,,,,,,"  828",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   77",",,X","   58",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-08-09","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","  112",",,0,2400","    0",",,0,","    0",",,0,","  233",",,0","  156",",,0","   90",",,X","   80",",,X",,,,,,,,,,,,,,,,,,,,," 1530",",,X","   46",",,X",,,,,,,,,,,"  390",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"   87",",,X","   58",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-08-10","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   10",",,0,2400","    0",",,0,","    0",",,0,","  250",",,0","  161",",,0","   80",",,X","   70",",,X",,,,,,,,,,,,,,,,,,,,," 1606",",,X","   65",",,X",,,,,,,,,,,"  558",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   87",",,X","   63",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-08-11","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  217",",,0","   89",",,0","   20",",,X","   10",",,X",,,,,,,,,,,,,,,,,,,,," 0748",",,X","   99",",,X",,,,,,,,,,,"  846",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,,,"  123",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-12","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  250",",,0","   94",",,0","   20",",,X","   10",",,X",,,,,,,,,,,,,,,,,,,,," 1512",",,X","   98",",,X",,,,,,,,,,,"  840",",,X",,,,,,,"  225","W,,X","  270","W,,X",,,,,,,,,"  108",",,X","   76",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-13","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  272",",,0","  100",",,0","   60",",,X","   70",",,X",,,,,,,,,,,,,,,,,,,,," 1354",",,X","   90",",,X",,,,,,,,,,,"  756",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"  103",",,X","   76",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-14","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  306",",,0","  167",",,0","   10",",,X","   20",",,X",,,,,,,,,,,,,,,,,,,,," 1406",",,X","  100",",,X",,,,,,,,,,,"  846",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,,,"  134",",,X","   94",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-15","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  250",",,0","  128",",,0","   10",",,X","   10",",,X",,,,,,,,,,,,,,,,,,,,," 2024",",,X","  100",",,X",,,,,,,,,,,"  840",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  103",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-16","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  239",",,0","  111",",,0","   70",",,X","   70",",,X",,,,,,,,,,,,,,,,,,,,," 1412",",,X","   68",",,X",,,,,,,,,,,"  576",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   93",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-17","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   15",",,0,2400","    0",",,0,","    0",",,0,","  261",",,0","  172",",,0","   70",",,X","   90",",,X",,,,,,,,,,,,,,,,,,,,," 1748",",,X","   40",",,X",,,,,,,,,,,"  330",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"   87",",,X","   58",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014764","1968-08-18","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  233",",,0","  111",",,0","   10",",,X","   10",",,X",,,,,,,,,,,,,,,,,,,,," 0654",",,X","  100",",,X",,,,,,,,,,,"  834",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,,,"  118",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-19","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0",",,0,","  222",",,0","   72",",,0","   60",",,X","   80",",,X",,,,,,,,,,,,,,,,,,,,," 0624",",,X","   94",",,X",,,,,,,,,,,"  780",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   67",",,X","   49",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1968-08-20","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   56",",,0,2400","    0",",,0,","    0",",,0,","  233",",,0","  133",",,0","   90",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,," 0918",",,X","   25",",,X",,,,,,,,,,,"  210",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"  103",",,X","   72",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
