"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00022521","1953-10-12","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  289",",,0","  239",",,0",,,,,,,,,,,,,,,,," 1300",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-13","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    5",",,0,","    0",",,0","    0",",,0","  283",",,0","  228",",,0",,,,,,,,,,,,,,,,," 2236",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,"  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-14","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  289",",,0","  228",",,0",,,,,,,,,,,,,,,,," 1142",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  107",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-15","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","   23",",,0,","    0",",,0","    0",",,0","  278",",,0","  211",",,0",,,,,,,,,,,,,,,,," 1542",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  125",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-16","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  278",",,0","  228",",,0",,,,,,,,,,,,,,,,," 1618",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-17","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  283",",,0","  228",",,0",,,,,,,,,,,,,,,,," 1742",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  130",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-18","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    3",",,0,","    0",",,0","    0",",,0","  289",",,0","  228",",,0",,,,,,,,,,,,,,,,," 1236",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  107",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-19","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  283",",,0","  228",",,0",,,,,,,,,,,,,,,,," 1436",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-20","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  300",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1054",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-10-21","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  300",",,0","  194",",,0",,,,,,,,,,,,,,,,," 1642",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-10-22","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  283",",,0","  239",",,0",,,,,,,,,,,,,,,,," 1548",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-23","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  289",",,0","  228",",,0",,,,,,,,,,,,,,,,," 1500",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,"  112",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-10-24","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  283",",,0","  211",",,0",,,,,,,,,,,,,,,,," 1336",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  112",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-10-25","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  294",",,0","  189",",,0",,,,,,,,,,,,,,,,," 1948",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"   80",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-10-26","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  194",",,0",,,,,,,,,,,,,,,,," 1706",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-27","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  283",",,0","  211",",,0",,,,,,,,,,,,,,,,," 2148",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-28","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  283",",,0","  228",",,0",,,,,,,,,,,,,,,,," 2030",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  170",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-29","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  283",",,0","  228",",,0",,,,,,,,,,,,,,,,," 1100",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  130",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-30","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  278",",,0","  228",",,0",,,,,,,,,,,,,,,,," 1300",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-10-31","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    3",",,0,","    0",",,0","    0",",,0","  267",",,0","  211",",,0",,,,,,,,,,,,,,,,," 2100",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  152",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-01","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  278",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1224",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-02","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  278",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1354",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  112",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-03","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    5",",,0,","    0",",,0","    0",",,0","  278",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1642",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-04","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  272",",,0","  222",",,0",,,,,,,,,,,,,,,,," 1300",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  130",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-05","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  278",",,0","  222",",,0",,,,,,,,,,,,,,,,," 1300",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-11-06","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","   33",",,0,","    0",",,0","    0",",,0","  261",",,0","  211",",,0",,,,,,,,,,,,,,,,," 1924",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"   58",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-07","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  272",",,0","  228",",,0",,,,,,,,,,,,,,,,," 1600",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  107",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-08","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    8",",,0,","    0",",,0","    0",",,0","  267",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1624",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  125",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-09","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","   10",",,0,","    0",",,0","    0",",,0","  256",",,0","  200",",,0",,,,,,,,,,,,,,,,," 1700",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  125",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-10","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    5",",,0,","    0",",,0","    0",",,0","  261",",,0","  206",",,0",,,,,,,,,,,,,,,,," 1542",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  125",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-11","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  267",",,0","  222",",,0",,,,,,,,,,,,,,,,," 1524",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  170",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-11-12","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  261",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1506",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-11-13","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  261",",,0","  222",",,0",,,,,,,,,,,,,,,,," 1100",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-11-14","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    3",",,0,","    0",",,0","    0",",,0","  278",",,0","  217",",,0",,,,,,,,,,,,,,,,," 2018",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  130",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-15","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","   15",",,0,","    0",",,0","    0",",,0","  267",",,0","  211",",,0",,,,,,,,,,,,,,,,," 1530",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-16","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    5",",,0,","    0",",,0","    0",",,0","  278",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1512",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-17","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  272",",,0","  222",",,0",,,,,,,,,,,,,,,,," 2124",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-18","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  272",",,0","  222",",,0",,,,,,,,,,,,,,,,," 1454",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  197",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-19","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","   13",",,0,","    0",",,0","    0",",,0","  272",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1230",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-20","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  272",",,0","  222",",,0",,,,,,,,,,,,,,,,," 1300",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  125",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-11-21","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  272",",,0","  206",",,0",,,,,,,,,,,,,,,,," 1554",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-11-22","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  272",",,0","  189",",,0",,,,,,,,,,,,,,,,," 1654",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,"   63",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-11-23","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  267",",,0","  178",",,0",,,,,,,,,,,,,,,,," 1636",",,X",,,,,,,,,,,,,,,,,,,,,"  360","W,,X",,,,,,,,,,,"   54",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-11-24","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    5",",,0,","    0",",,0","    0",",,0","  256",",,0","  189",",,0",,,,,,,,,,,,,,,,," 2224",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  125",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-25","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    5",",,X,","    0",",,X","    0",",,X","  256",",,X","  206",",,X",,,,,,,,,,,,,,,,," 1042",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-26","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  261",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1154",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-27","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  261",",,0","  206",",,0",,,,,,,,,,,,,,,,," 0130",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1953-11-28","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  206",",,0",,,,,,,,,,,,,,,,," 2036",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-29","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  206",",,0",,,,,,,,,,,,,,,,," 2254",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-11-30","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  261",",,0","  211",",,0",,,,,,,,,,,,,,,,," 1348",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-01","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  272",",,0","  222",",,0",,,,,,,,,,,,,,,,," 1430",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  170",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-02","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1112",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  174",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-03","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1324",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  148",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-04","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  217",",,0",,,,,,,,,,,,,,,,," 1312",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-05","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  222",",,0",,,,,,,,,,,,,,,,," 0824",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  170",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-06","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  261",",,0","  217",",,0",,,,,,,,,,,,,,,,," 2154",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  179",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-07","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  256",",,0","  217",",,0",,,,,,,,,,,,,,,,," 0000",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-08","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  261",",,0","  211",",,0",,,,,,,,,,,,,,,,," 1400",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-09","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  261",",,0","  211",",,0",,,,,,,,,,,,,,,,," 1236",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,,,"  148",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-10","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  206",",,0",,,,,,,,,,,,,,,,," 1618",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-11","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","   10",",,0,","    0",",,0","    0",",,0","  256",",,0","  183",",,0",,,,,,,,,,,,,,,,," 1330",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-12","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","   28",",,0,","    0",",,0","    0",",,0","  256",",,0","  178",",,0",,,,,,,,,,,,,,,,," 1236",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-13","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","   53",",,0,","    0",",,0","    0",",,0","  239",",,0","  183",",,0",,,,,,,,,,,,,,,,," 1124",",,X",,,,,,,,,,,,,,,,,,,,,"   45","W,,X",,,,,,,,,,,"  112",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-14","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0","T,,0,","    0",",,0","    0",",,0","  261",",,0","  178",",,0",,,,,,,,,,,,,,,,," 0548",",,X",,,,,,,,,,,,,,,,,,,,,"  360","W,,X",,,,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00022521","1953-12-15","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US","    0",",,0,","    0",",,0","    0",",,0","  267",",,0","  161",",,0",,,,,,,,,,,,,,,,," 1412",",,X",,,,,,,,,,,,,,,,,,,,,"  203","W,,X",,,,,,,,,,,"   58",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
