"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012839","1962-11-29","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    5",",,0,","    0",",,0","    0",",,0","  161",",,0","  133",",,0",,,,,,,,,,,,,,,,," 1412",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,"   93",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-11-30","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  222",",,0","  117",",,0",,,,,,,,,,,,,,,,," 1336",",,X",,,,,,,,,,,,,,,,,,,,,"  293","W,,X",,,,,,,,,"   72",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-01","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   15",",,0,","    0",",,0","    0",",,0","  206",",,0","  161",",,0",,,,,,,,,,,,,,,,," 1300",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-02","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  194",",,0","  128",",,0",,,,,,,,,,,,,,,,," 1318",",,X",,,,,,,,,,,,,,,,,,,,,"  293","W,,X",,,,,,,,,"   67",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1962-12-03","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  228",",,0","  139",",,0",,,,,,,,,,,,,,,,," 1342",",,X",,,,,,,,,,,,,,,,,,,,,"  270","W,,X",,,,,,,,,"   62",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1962-12-04","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  228",",,0","  133",",,0",,,,,,,,,,,,,,,,," 1412",",,X",,,,,,,,,,,,,,,,,,,,,"  248","W,,X",,,,,,,,,"   46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-05","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  133",",,0",,,,,,,,,,,,,,,,," 2324",",,X",,,,,,,,,,,,,,,,,,,,,"  248","W,,X",,,,,,,,,"  118",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-06","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   13",",,0,","    0",",,0","    0",",,0","  194",",,0","  106",",,0",,,,,,,,,,,,,,,,," 0400",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-07","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  167",",,0","   94",",,0",,,,,,,,,,,,,,,,," 1330",",,X",,,,,,,,,,,,,,,,,,,,,"  338","W,,X",,,,,,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-08","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   13",",,0,","    0",",,0","    0",",,0","  211",",,0","  122",",,0",,,,,,,,,,,,,,,,," 1600",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,"   41",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-09","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  200",",,0","  111",",,0",,,,,,,,,,,,,,,,," 1018",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,"  103",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-10","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  133",",,0","   61",",,0",,,,,,,,,,,,,,,,," 1254",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-11","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  194",",,0","   22",",,0",,,,,,,,,,,,,,,,," 1548",",,X",,,,,,,,,,,,,,,,,,,,,"  293","W,,X",,,,,,,,,"   41",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1962-12-12","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  222",",,0","   72",",,0",,,,,,,,,,,,,,,,," 1754",",,X",,,,,,,,,,,,,,,,,,,,,"  338","W,,X",,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-13","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  128",",,0","   17",",,0",,,,,,,,,,,,,,,,," 0506",",,X",,,,,,,,,,,,,,,,,,,,,"  338","W,,X",,,,,,,,,"  129",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-14","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  150",",,0","   17",",,0",,,,,,,,,,,,,,,,," 1148",",,X",,,,,,,,,,,,,,,,,,,,,"  338","W,,X",,,,,,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-15","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  183",",,0","   44",",,0",,,,,,,,,,,,,,,,," 1218",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,"   62",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1962-12-16","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  222",",,0","   61",",,0",,,,,,,,,,,,,,,,," 1312",",,X",,,,,,,,,,,,,,,,,,,,,"  248","W,,X",,,,,,,,,"   51",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1962-12-17","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  250",",,0","  111",",,0",,,,,,,,,,,,,,,,," 1436",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-18","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  250",",,0","  133",",,0",,,,,,,,,,,,,,,,," 1200",",,X",,,,,,,,,,,,,,,,,,,,,"   23","W,,X",,,,,,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-19","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  250",",,0","  161",",,0",,,,,,,,,,,,,,,,," 1230",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-20","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  256",",,0","  139",",,0",,,,,,,,,,,,,,,,," 1306",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,"   62",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1962-12-21","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  250",",,0","  172",",,0",,,,,,,,,,,,,,,,," 0936",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-22","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  267",",,0","  189",",,0",,,,,,,,,,,,,,,,," 1524",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-23","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  267",",,0","  161",",,0",,,,,,,,,,,,,,,,," 1212",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,"   51",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1962-12-24","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   10",",,0,","    0",",,0","    0",",,0","  261",",,0","  189",",,0",,,,,,,,,,,,,,,,," 1230",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,"  118",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-25","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  267",",,0","  222",",,0",,,,,,,,,,,,,,,,," 1536",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-26","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  267",",,0","  200",",,0",,,,,,,,,,,,,,,,," 1106",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1962-12-27","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  278",",,0","  189",",,0",,,,,,,,,,,,,,,,," 1118",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,"   62",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-28","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  189",",,0",,,,,,,,,,,,,,,,," 1454",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,"   67",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-29","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  261",",,0","  200",",,0",,,,,,,,,,,,,,,,," 0954",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-30","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  239",",,0","  144",",,0",,,,,,,,,,,,,,,,," 1454",",,X",,,,,,,,,,,,,,,,,,,,,"   23","W,,X",,,,,,,,,"  129",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1962-12-31","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  222",",,0","  122",",,0",,,,,,,,,,,,,,,,," 1048",",,X",,,,,,,,,,,,,,,,,,,,,"  360","W,,X",,,,,,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-01","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  228",",,0","   89",",,0",,,,,,,,,,,,,,,,," 1136",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-02","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  222",",,0","  117",",,0",,,,,,,,,,,,,,,,," 1218",",,X",,,,,,,,,,,,,,,,,,,,,"  293","W,,X",,,,,,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-03","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  211",",,0","  106",",,0",,,,,,,,,,,,,,,,," 1200",",,X",,,,,,,,,,,,,,,,,,,,,"  293","W,,X",,,,,,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-04","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  233",",,0","   83",",,0",,,,,,,,,,,,,,,,," 1048",",,X",,,,,,,,,,,,,,,,,,,,,"  360","W,,X",,,,,,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-05","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  233",",,0","  117",",,0",,,,,,,,,,,,,,,,," 1154",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,"   67",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1963-01-06","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    3",",,0,","    0",",,0","    0",",,0","  228",",,0","  128",",,0",,,,,,,,,,,,,,,,," 1500",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-07","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    3",",,0,","    0",",,0","    0",",,0","  206",",,0","  117",",,0",,,,,,,,,,,,,,,,," 1224",",,X",,,,,,,,,,,,,,,,,,,,,"  293","W,,X",,,,,,,,,"  129",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-08","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   64",",,0,","    0",",,0","    0",",,0","  178",",,0","  100",",,0",,,,,,,,,,,,,,,,," 1448",",,X",,,,,,,,,,,,,,,,,,,,,"  315","W,,X",,,,,,,,,"  103",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-09","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  194",",,0","   67",",,0",,,,,,,,,,,,,,,,," 1118",",,X",,,,,,,,,,,,,,,,,,,,,"  338","W,,X",,,,,,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-10","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  228",",,0","   89",",,0",,,,,,,,,,,,,,,,," 1506",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,"   51",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1963-01-11","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   13",",,0,","    0",",,0","    0",",,0","  261",",,0","  122",",,0",,,,,,,,,,,,,,,,," 1230",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,"   93",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-12","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  272",",,0","  200",",,0",,,,,,,,,,,,,,,,," 1412",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,"   77",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-13","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  189",",,0",,,,,,,,,,,,,,,,," 1400",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,"  103",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-14","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  272",",,0","  189",",,0",,,,,,,,,,,,,,,,," 1336",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,"   72",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-15","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  261",",,0","  167",",,0",,,,,,,,,,,,,,,,," 1806",",,X",,,,,,,,,,,,,,,,,,,,,"   23","W,,X",,,,,,,,,"   87",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1963-01-16","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   43",",,0,","    0",",,0","    0",",,0","  217",",,0","  161",",,0",,,,,,,,,,,,,,,,," 1400",",,X",,,,,,,,,,,,,,,,,,,,,"  360","W,,X",,,,,,,,,"  118",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-17","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  256",",,0","  206",",,0",,,,,,,,,,,,,,,,," 1424",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-18","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  261",",,0","  194",",,0",,,,,,,,,,,,,,,,," 1136",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-19","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  267",",,0","  194",",,0",,,,,,,,,,,,,,,,," 1500",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-20","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  278",",,0","  206",",,0",,,,,,,,,,,,,,,,," 1330",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-21","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   36",",,0,","    0",",,0","    0",",,0","  256",",,0","  133",",,0",,,,,,,,,,,,,,,,," 1018",",,X",,,,,,,,,,,,,,,,,,,,,"  270","W,,X",,,,,,,,,"  149",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-22","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  222",",,0","  100",",,0",,,,,,,,,,,,,,,,," 1424",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-23","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  261",",,0","  200",",,0",,,,,,,,,,,,,,,,," 1200",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-24","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  228",",,0","  144",",,0",,,,,,,,,,,,,,,,," 2000",",,X",,,,,,,,,,,,,,,,,,,,,"  360","W,,X",,,,,,,,,"   98",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-25","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  222",",,0","  106",",,0",,,,,,,,,,,,,,,,," 1248",",,X",,,,,,,,,,,,,,,,,,,,,"   90","W,,X",,,,,,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-26","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  261",",,0","  206",",,0",,,,,,,,,,,,,,,,," 1230",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-27","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  294",",,0","  167",",,0",,,,,,,,,,,,,,,,," 1454",",,X",,,,,,,,,,,,,,,,,,,,,"  248","W,,X",,,,,,,,,"   98",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1963-01-28","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  222",",,0","  161",",,0",,,,,,,,,,,,,,,,," 1300",",,X",,,,,,,,,,,,,,,,,,,,,"   23","W,,X",,,,,,,,,"  108",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-29","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,0,","    0",",,0","    0",",,0","  233",",,0","  200",",,0",,,,,,,,,,,,,,,,," 1142",",,X",,,,,,,,,,,,,,,,,,,,,"   68","W,,X",,,,,,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-30","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    5",",,0,","    0",",,0","    0",",,0","  244",",,0","  189",",,0",,,,,,,,,,,,,,,,," 1148",",,X",,,,,,,,,,,,,,,,,,,,,"  113","W,,X",,,,,,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1963-01-31","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  261",",,0","  172",",,0",,,,,,,,,,,,,,,,," 1312",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,"   46",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1963-02-01","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  267",",,0","  150",",,0",,,,,,,,,,,,,,,,," 1648",",,X",,,,,,,,,,,,,,,,,,,,,"  158","W,,X",,,,,,,,,"   62",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,
"USW00012839","1963-02-02","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,0,","    0",",,0","    0",",,0","  256",",,0","  167",",,0",,,,,,,,,,,,,,,,," 1236",",,X",,,,,,,,,,,,,,,,,,,,,"  135","W,,X",,,,,,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
