"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00024229","1948-12-05","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   66",",,0,","    0",",,0","    0",",,0","   78",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-06","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   69",",,0,","    0",",,0","    0",",,0","   67",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-07","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   53",",,0,","    0",",,0","    0",",,0","  111",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-08","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","  107",",,0,","    0",",,0","    0",",,0","   94",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-09","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","  196",",,0,","    0",",,0","    0",",,0","  106",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-10","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","  140",",,0,","    0",",,0","    0",",,0","   78",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-11","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","  201",",,0,","    0",",,0","    0",",,X","  100",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-12","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   99",",,0,","    0",",,0","    0",",,0","   72",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-13","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   56",",,0,","    0",",,0","    0",",,0","   56",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-14","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    5",",,0,","    0",",,0","    0",",,0","   72",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1948-12-15","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   13",",,0,","    0","T,,0","    0",",,0","   72",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1948-12-16","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   44",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1948-12-17","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   44",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1948-12-18","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   11",",,0","  -56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1948-12-19","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   89",",,0,","    0","T,,0","    0",",,0","   67",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1948-12-20","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   28",",,0,","    0","T,,0","    0",",,0","   67",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1948-12-21","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   10",",,0,","    0",",,0","    0",",,0","   39",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-22","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    3",",,0,","    0","T,,0","    0",",,0","   56",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1948-12-23","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   39",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1948-12-24","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0","T,,0,","    0","T,,0","    0",",,0","   11",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1948-12-25","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   28",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1948-12-26","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   22",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1948-12-27","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0","T,,0,","    0","T,,0","    0",",,0","    6",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1948-12-28","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","  119",",,0,","    0","T,,0","    0",",,0","   33",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1948-12-29","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","  122",",,0,","    0","T,,0","    0",",,0","   61",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1948-12-30","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   53",",,0,","    0",",,0","    0",",,0","   67",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1948-12-31","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","  206",",,0,","    0",",,0","    0",",,0","   67",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1949-01-01","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   46",",,0,","    5",",,0","    0","T,,0","   39",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-02","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0","T,,0,","    0","T,,0","    0","T,,0","   11",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-03","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0","T,,0","   11",",,0","  -56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-04","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0","T,,0","    6",",,0","  -56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-05","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0","T,,0","    6",",,0","  -44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-06","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   50",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-07","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   13",",,0,","    0","T,,0","    0",",,0","   44",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-08","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0","T,,0,","    0","T,,0","    0","T,,0","   17",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-09","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0","T,,0","    0",",,0","  -89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-10","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","    6",",,0","  -89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-11","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   -6",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-12","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   11",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-13","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   11",",,X","  -89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-14","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0","T,,0,","    0","T,,0","    0","T,,0","   22",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-15","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    8",",,0,","    0",",,0","    0",",,0","   67",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1949-01-16","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   39",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-17","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   10",",,0,","    0","T,,0","    0",",,0","   61",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024229","1949-01-18","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","    0",",,0","   39",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-19","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   23",",,0,","   48",",,0","    0","T,,0","   44",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-20","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   13",",,0,","   13",",,0","   51",",,0","  -22",",,0","  -94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-21","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   79",",,0,","  127",",,0","  178",",,0","  -22",",,0","  -56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-22","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","  102",",,0","    0",",,0"," -128",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-23","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","  102",",,0","    0",",,0"," -117",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-24","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","   76",",,0","  -22",",,0"," -122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-25","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","   76",",,0","  -33",",,0"," -117",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-26","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   38",",,0,","   48",",,0","  127",",,0","  -50",",,0","  -78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-27","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    8",",,0,","    8",",,0","  127",",,0","    0",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-28","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0",",,0,","    0",",,0","  127",",,0","   28",",,0"," -122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1949-01-29","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    5",",,0,","    0","T,,0","  102",",,0","   17",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-30","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   18",",,0,","    0","T,,0","   76",",,0","   39",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-01-31","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    0","T,,0,","    0","T,,0","   51",",,0","   11",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-02-01","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    5",",,0,","    5",",,0","   51",",,0","   33",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-02-02","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   74",",,0,","  127",",,0","  102",",,0","   11",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-02-03","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   18",",,0,","   10",",,0","  127",",,0","   39",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-02-04","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","   13",",,0,","    0","T,,0","  102",",,0","   28",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024229","1949-02-05","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US","    8",",,0,","    5",",,0","  102",",,0","   33",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
